0.000000 -0.618402 
2.000000 -0.618402 
4.000000 -0.618402 
6.000000 -0.618402 
8.000000 -0.618402 
10.000000 -0.618402 
12.000000 -0.618402 
14.000000 -0.618402 
16.000000 -0.618402 
18.000000 -0.618402 
20.000000 -0.618402 
22.000000 -0.618402 
24.000000 -0.618402 
26.000000 -0.618402 
28.000000 -0.618402 
30.000000 -0.618402 
32.000000 -0.618402 
34.000000 -0.618402 
36.000000 -0.618402 
38.000000 -0.634605 
40.000000 -0.578656 
42.000000 -0.431079 
44.000000 -0.381018 
46.000000 -0.395815 
48.000000 -0.411726 
50.000000 -0.253421 
52.000000 -0.228862 
54.000000 -0.250197 
56.000000 -0.317531 
58.000000 -0.274269 
60.000000 -0.160930 
62.000000 -0.198004 
64.000000 -0.289915 
66.000000 -0.178283 
68.000000 -0.124512 
70.000000 -0.114746 
72.000000 -0.192831 
74.000000 -0.254799 
76.000000 -0.148946 
78.000000 -0.091595 
80.000000 -0.087667 
82.000000 -0.137055 
84.000000 -0.088546 
86.000000 -0.106892 
88.000000 -0.049382 
90.000000 -0.027777 
92.000000 -0.039801 
94.000000 0.011590 
96.000000 0.037737 
98.000000 -0.003593 
100.000000 -0.022761 
100.000000 -0.024419 
102.000000 -0.072602 
102.000000 -0.074736 
104.000000 0.009403 
104.000000 -0.000891 
106.000000 -0.019228 
106.000000 -0.021559 
108.000000 -0.035888 
108.000000 -0.088822 
110.000000 -0.076400 
110.000000 -0.112832 
112.000000 -0.126376 
112.000000 -0.151912 
114.000000 -0.044443 
114.000000 -0.082190 
116.000000 0.016666 
116.000000 -0.038902 
118.000000 0.006893 
118.000000 -0.062632 
120.000000 0.091118 
120.000000 0.022972 
122.000000 0.086972 
122.000000 -0.029947 
124.000000 0.029156 
124.000000 0.024874 
126.000000 0.005648 
126.000000 0.021618 
128.000000 -0.003609 
128.000000 -0.001798 
130.000000 0.057306 
130.000000 0.004196 
132.000000 0.061613 
132.000000 0.067890 
134.000000 0.050270 
134.000000 0.065804 
136.000000 0.092002 
136.000000 0.054960 
138.000000 0.080833 
138.000000 0.023955 
140.000000 0.080454 
140.000000 -0.004748 
142.000000 0.094226 
142.000000 -0.049712 
144.000000 0.146330 
144.000000 -0.042582 
146.000000 0.098426 
146.000000 -0.012097 
148.000000 0.048662 
148.000000 -0.072703 
150.000000 0.050197 
150.000000 -0.050067 
152.000000 0.114064 
152.000000 -0.002988 
154.000000 0.052343 
154.000000 -0.033734 
156.000000 0.026489 
156.000000 -0.141833 
158.000000 0.053074 
158.000000 -0.135994 
160.000000 0.010327 
160.000000 -0.013787 
162.000000 -0.025280 
162.000000 -0.025523 
164.000000 0.039393 
164.000000 -0.021486 
166.000000 0.066412 
166.000000 -0.008494 
168.000000 0.010341 
168.000000 -0.006441 
170.000000 0.132153 
170.000000 -0.002366 
172.000000 0.065765 
172.000000 -0.011739 
0.000000 -0.641377 
2.000000 -0.641377 
4.000000 -0.641377 
6.000000 -0.641377 
8.000000 -0.641377 
10.000000 -0.641377 
12.000000 -0.641377 
14.000000 -0.641377 
16.000000 -0.641377 
18.000000 -0.641377 
20.000000 -0.641377 
22.000000 -0.641377 
24.000000 -0.641377 
26.000000 -0.641377 
28.000000 -0.641377 
30.000000 -0.641377 
32.000000 -0.641377 
34.000000 -0.641377 
36.000000 -0.641377 
38.000000 -0.560817 
40.000000 -0.602627 
42.000000 -0.647846 
44.000000 -0.587747 
46.000000 -0.513343 
48.000000 -0.432433 
50.000000 -0.313771 
52.000000 -0.315287 
54.000000 -0.343107 
56.000000 -0.313964 
58.000000 -0.255960 
60.000000 -0.247559 
62.000000 -0.211761 
64.000000 -0.180905 
66.000000 -0.237849 
68.000000 -0.190557 
70.000000 -0.184700 
72.000000 -0.130054 
74.000000 -0.099977 
76.000000 -0.075140 
78.000000 -0.062363 
80.000000 -0.091816 
82.000000 -0.048348 
84.000000 -0.011380 
86.000000 -0.000641 
88.000000 0.010161 
90.000000 -0.037373 
92.000000 -0.142388 
94.000000 -0.106386 
96.000000 -0.033605 
98.000000 -0.031299 
100.000000 -0.043203 
100.000000 -0.049017 
102.000000 -0.054644 
102.000000 -0.067667 
104.000000 -0.030704 
104.000000 -0.028985 
106.000000 0.017714 
106.000000 0.004841 
108.000000 0.002556 
108.000000 0.014538 
110.000000 -0.096439 
110.000000 -0.137246 
112.000000 -0.066840 
112.000000 -0.053163 
114.000000 -0.055527 
114.000000 0.000429 
116.000000 0.008791 
116.000000 -0.065105 
118.000000 0.003920 
118.000000 -0.076076 
120.000000 -0.032418 
120.000000 -0.101232 
122.000000 -0.071495 
122.000000 -0.016442 
124.000000 0.019652 
124.000000 -0.037080 
126.000000 0.038120 
126.000000 -0.129733 
128.000000 0.095025 
