9404.800000   -0.479346   
9405.000000   -0.481500   
9405.200000   -0.482137   
9405.400000   -0.483099   
9405.600000   -0.484283   
9405.800000   -0.485606   
9406.000000   -0.486700   
9406.200000   -0.487415   
9406.400000   -0.488433   
9406.600000   -0.489205   
9406.800000   -0.491523   
9407.000000   -0.491714   
9407.200000   -0.493265   
9407.400000   -0.495065   
9407.600000   -0.495907   
9407.800000   -0.496599   
9408.000000   -0.497550   
9408.200000   -0.498339   
9408.400000   -0.500095   
9408.600000   -0.501212   
9408.800000   -0.501079   
9409.000000   -0.501490   
9409.200000   -0.502260   
9409.400000   -0.503910   
9409.600000   -0.505115   
9409.800000   -0.505360   
9410.000000   -0.506115   
9410.200000   -0.506174   
9410.400000   -0.506895   
9410.600000   -0.508014   
9410.800000   -0.509274   
9411.000000   -0.510679   
9411.200000   -0.510886   
9411.400000   -0.511539   
9411.600000   -0.511573   
9411.800000   -0.512137   
9412.000000   -0.512822   
9412.200000   -0.513817   
9412.400000   -0.513821   
9412.600000   -0.514489   
9412.800000   -0.514834   
9413.000000   -0.515932   
9413.200000   -0.517194   
9413.400000   -0.517808   
9413.600000   -0.518226   
9413.800000   -0.518765   
9414.000000   -0.519623   
9414.200000   -0.520192   
9414.400000   -0.520946   
9414.600000   -0.521275   
9414.800000   -0.521399   
9415.000000   -0.521992   
9415.200000   -0.522165   
9415.400000   -0.522714   
9415.600000   -0.522730   
9415.800000   -0.523221   
9416.000000   -0.523243   
9416.200000   -0.523953   
9416.400000   -0.524311   
9416.600000   -0.524690   
9416.800000   -0.525207   
9417.000000   -0.526082   
9417.200000   -0.526692   
9417.400000   -0.527796   
9417.600000   -0.528236   
9417.800000   -0.528612   
9418.000000   -0.528694   
9418.200000   -0.529109   
9418.400000   -0.530164   
9418.600000   -0.530339   
9418.800000   -0.530966   
9419.000000   -0.531627   
9419.200000   -0.532831   
9419.400000   -0.533336   
9419.600000   -0.533668   
9419.800000   -0.534475   
9420.000000   -0.534429   
9420.200000   -0.534930   
9420.400000   -0.535298   
9420.600000   -0.535721   
9420.800000   -0.536504   
9421.000000   -0.536644   
9421.200000   -0.537102   
9421.400000   -0.537667   
9421.600000   -0.537696   
9421.800000   -0.537728   
9422.000000   -0.538375   
9422.200000   -0.538331   
9422.400000   -0.538723   
9422.600000   -0.538889   
9422.800000   -0.539183   
9423.000000   -0.539119   
9423.200000   -0.539117   
9423.400000   -0.539483   
9423.600000   -0.539599   
9423.800000   -0.539740   
9424.000000   -0.539941   
9424.200000   -0.540326   
9424.400000   -0.540164   
9424.600000   -0.540320   
9424.800000   -0.540605   
9425.000000   -0.540720   
9425.200000   -0.540593   
9425.400000   -0.540956   
9425.600000   -0.540749   
9425.800000   -0.540686   
9426.000000   -0.541194   
9426.200000   -0.541021   
9426.400000   -0.540880   
9426.600000   -0.541553   
9426.800000   -0.541631   
9427.000000   -0.541825   
9427.200000   -0.541942   
9427.400000   -0.542041   
9427.600000   -0.542447   
9427.800000   -0.542734   
9428.000000   -0.542734   
9428.200000   -0.543835   
9428.400000   -0.543887   
9428.600000   -0.544001   
9428.800000   -0.544070   
9429.000000   -0.544005   
9429.200000   -0.544477   
9429.400000   -0.545215   
9429.600000   -0.545618   
9429.800000   -0.545591   
9430.000000   -0.545670   
9430.200000   -0.546100   
9430.400000   -0.546334   
9430.600000   -0.546334   
9430.800000   -0.546294   
9431.000000   -0.546970   
9431.200000   -0.547137   
9431.400000   -0.547150   
9431.600000   -0.547228   
9431.800000   -0.547585   
9432.000000   -0.547608   
9432.200000   -0.547798   
9432.400000   -0.547939   
9432.600000   -0.548737   
9432.800000   -0.547925   
9433.000000   -0.548010   
9433.200000   -0.548143   
9433.400000   -0.548545   
9433.600000   -0.549106   
9433.800000   -0.549041   
9434.000000   -0.549041   
9434.200000   -0.549153   
9434.400000   -0.549080   
9434.600000   -0.549578   
9434.800000   -0.549570   
9435.000000   -0.549585   
9435.200000   -0.549738   
9435.400000   -0.549738   
9435.600000   -0.550170   
9435.800000   -0.550170   
9436.000000   -0.550801   
9436.200000   -0.550808   
9436.400000   -0.551021   
9436.600000   -0.551024   
9436.800000   -0.551626   
9437.000000   -0.552016   
9437.200000   -0.552259   
9437.400000   -0.552183   
9437.600000   -0.552318   
9437.800000   -0.552383   
9438.000000   -0.552649   
9438.200000   -0.552933   
9438.400000   -0.553938   
9438.600000   -0.554270   
9438.800000   -0.555224   
9439.000000   -0.555729   
9439.200000   -0.556078   
9439.400000   -0.556078   
9439.600000   -0.556244   
9439.800000   -0.556283   
9440.000000   -0.556346   
9440.200000   -0.556439   
9440.400000   -0.556439   
9440.600000   -0.556424   
9440.800000   -0.556424   
9441.000000   -0.556665   
9441.200000   -0.556684   
9441.400000   -0.556785   
9441.600000   -0.556785   
9441.800000   -0.556793   
9442.000000   -0.557057   
9442.200000   -0.557195   
9442.400000   -0.557107   
9442.600000   -0.557343   
9442.800000   -0.557660   
9443.000000   -0.557806   
9443.200000   -0.557871   
9443.400000   -0.558342   
9443.600000   -0.558353   
9443.800000   -0.558554   
9444.000000   -0.559239   
9444.200000   -0.559703   
9444.400000   -0.559926   
9444.600000   -0.560039   
9444.800000   -0.560712   
9445.000000   -0.560790   
9445.200000   -0.560790   
9445.400000   -0.560949   
9445.600000   -0.561157   
9445.800000   -0.561196   
9446.000000   -0.561695   
9446.200000   -0.561779   
9446.400000   -0.562675   
9446.600000   -0.562946   
9446.800000   -0.563635   
9447.000000   -0.563641   
9447.200000   -0.563646   
9447.400000   -0.563885   
9447.600000   -0.563656   
9447.800000   -0.563824   
9448.000000   -0.563824   
9448.200000   -0.563931   
